,Name,Position,Team,Pass Yds,Pass TD,Pass INT,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Ret TD,Fumb TD,2PT,Fumb Lost,Points Total
953,Andrew Vollert,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
954,Christian Wade,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
955,Ahmad Wagner,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
956,Clive Walford,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
957,Delanie Walker,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
958,Michael Walker,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
959,P.J. Walker,QB,CAR,-,-,-,-,-,-,-,-,-,-,-,,0.00
960,JoJo Ward,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
961,Jonathan Ward,RB,ARI,-,-,-,-,-,-,-,-,-,-,-,,0.00
962,Aca'Cedric Ware,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
963,Mike Warren,RB,PHI,-,-,-,-,-,-,-,-,-,-,-,,0.00
964,Kahale Warring,TE,HOU,-,-,-,-,-,-,-,-,-,-,-,,0.00
965,DeAndre Washington,RB,KC,-,-,-,-,-,-,-,-,-,-,-,,0.00
966,Dwayne Washington,RB,NO,-,-,-,-,-,-,-,-,-,-,-,,0.00
967,Scotty Washington,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
968,Quez Watkins,WR,PHI,-,-,-,-,-,-,-,-,-,-,-,,0.00
969,Benjamin Watson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
970,Jester Weah,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
971,Davis Webb,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
972,Joe Webb,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
973,Ralph Webb,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
974,Mike Weber,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
975,Elijah Wellman,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
976,David Wells,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
977,Trevon Wesco,TE,NYJ,-,-,-,-,-,-,-,-,-,-,-,,0.00
978,Alex Wesley,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
979,Antoine Wesley,WR,BAL,-,-,-,-,-,-,-,-,-,-,-,,0.00
980,Dede Westbrook,WR,JAX,-,-,-,-,-,-,-,-,-,-,-,,0.00
981,Nick Westbrook,WR,TEN,-,-,-,-,-,-,-,-,-,-,-,,0.00
982,Devwah Whaley,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
983,Cody White,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
984,DeAndrew White,WR,BAL,-,-,-,-,-,-,-,-,-,-,-,,0.00
985,Mike White,QB,NYJ,-,-,-,-,-,-,-,-,-,-,-,,0.00
986,Reggie White Jr.,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
987,Tim White,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
988,Isaac Whitney,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
989,Kerrith Whyte,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
990,Cole Wick,TE,NO,-,-,-,-,-,-,-,-,-,-,-,,0.00
991,Nate Wieting,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
992,Mitchell Wilcox,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
993,Kristian Wilkerson,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
994,Jordan Wilkins,RB,IND,-,-,-,-,-,-,-,-,-,-,-,,0.00
995,Manny Wilkins,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
996,Chad Williams,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
997,Damien Williams,RB,KC,-,-,-,-,-,-,-,-,-,-,-,,0.00
998,Dexter Williams,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
999,Duke Williams,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1000,Jonathan Williams,RB,DET,-,-,-,-,-,-,-,-,-,-,-,,0.00
1001,Trayveon Williams,RB,CIN,-,-,-,-,-,-,-,-,-,-,-,,0.00
1002,Ty'Son Williams,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1003,Tyrell Williams,WR,LV,-,-,-,-,-,-,-,-,-,-,-,,0.00
1004,Damion Willis,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1005,Luke Willson,TE,SEA,-,-,-,-,-,-,-,-,-,-,-,,0.00
1006,Albert Wilson,WR,MIA,-,-,-,-,-,-,-,-,-,-,-,,0.00
1007,Caleb Wilson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1008,Jeff Wilson,RB,SF,-,-,-,-,-,-,-,-,-,-,-,,0.00
1009,Shaun Wilson,RB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1010,Juwann Winfree,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1011,Easop Winston,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1012,Jameis Winston,QB,NO,-,-,-,-,-,-,-,-,-,-,-,,0.00
1013,Charlie Woerner,TE,SF,-,-,-,-,-,-,-,-,-,-,-,,0.00
1014,Eli Wolf,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1015,Ethan Wolf,TE,IND,-,-,-,-,-,-,-,-,-,-,-,,0.00
1016,John Wolford,QB,LA,-,-,-,-,-,-,-,-,-,-,-,,0.00
1017,Dom Wood-Anderson,TE,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1018,Josh Woodrum,QB,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1019,Logan Woodside,QB,TEN,-,-,-,-,-,-,-,-,-,-,-,,0.00
1020,Isaiah Wright,WR,WAS,-,-,-,-,-,-,-,-,-,-,-,,0.00
1021,Jarius Wright,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1022,Terry Wright,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1023,Deon Yelder,TE,KC,-,-,-,-,-,-,-,-,-,-,-,,0.00
1024,T.J. Yeldon,RB,BUF,-,-,-,-,-,-,-,-,-,-,-,,0.00
1025,Isaiah Zuber,WR,,-,-,-,-,-,-,-,-,-,-,-,,0.00
1026,Brandon Zylstra,WR,CAR,-,-,-,-,-,-,-,-,-,-,-,,0.00
